"gene_id","SAMEA4497164_output_filtered.bam","SAMEA4497165_output_filtered.bam","SAMEA4497166_output_filtered.bam","SAMEA4497167_output_filtered.bam"
"PVP01_1109700",273,351,285,529
"PVP01_1127700",594,1012,770,823
"PVP01_1219800",173,325,119,220
"PVP01_0003230",0,0,0,0
"PVP01_0930900",1,0,7,6
"PVP01_1461800",232,145,251,277
"PVP01_0412600",40,54,44,76
"PVP01_0401200",21,11,21,10
"PVP01_1444700",5504,5839,5017,6516
"PVP01_0711500",528,839,964,763
"PVP01_1444300",417,357,277,423
"PVP01_1407600",102,91,84,117
"PVP01_1212000",829,668,1492,1164
"PVP01_1007600",1780,2618,2671,2497
"PVP01_1005800",104,102,105,160
"PVP01_0830700",324,416,242,403
"PVP01_0106700",134,129,110,128
"PVP01_1301700",7253,3917,3936,4451
"PVP01_1114500",272,155,273,212
"PVP01_1018800",609,705,562,910
"PVP01_0000570",0,0,0,0
"PVP01_1459600",1243,1200,1029,1507
"PVP01_1137000",52,28,37,25
"PVP01_0004275",0,0,0,0
"PVP01_0004090",0,0,0,0
"PVP01_0006020",0,0,0,0
"PVP01_1424300",953,786,1150,981
"PVP01_0729800",533,779,534,856
"PVP01_1317100",1948,1638,1765,2045
"PVP01_0926800",191,170,308,135
"PVP01_0010950",0,0,0,0
"PVP01_1206300",52,79,40,163
"PVP01_0007890",0,0,0,0
"PVP01_1434600",981,980,1194,920
"PVP01_0933900",783,622,1220,642
"PVP01_1124100",626,574,758,864
"PVP01_1342600",676,805,897,727
"PVP01_0008450",0,0,0,0
"PVP01_0809200",465,513,279,468
"PVP01_1023500",2910,3679,2677,4302
"PVP01_0207300",2670,2290,1706,2742
"PVP01_1304400",67,31,52,51
"PVP01_0906100",327,454,575,528
"PVP01_0118100",10,45,8,13
"PVP01_0305300",49,44,84,34
"PVP01_1418500",1636,1929,2000,1882
"PVP01_0320900",9,38,14,3
"PVP01_1111100",3875,4144,5477,4300
"PVP01_0006590",0,0,0,0
"PVP01_1243200",0,0,0,0
"PVP01_0010870",0,0,0,0
"PVP01_0718300",822,512,670,860
"PVP01_1421900",863,958,1132,1340
"PVP01_0316800",385,380,502,524
"PVP01_0305000",457,452,682,733
"PVP01_1453800",590,500,460,656
"PVP01_0206600",2301,2266,3573,2147
"PVP01_0221300",0,0,0,0
"PVP01_1136200",2133,1984,1952,2006
"PVP01_0816700",2162,1305,1893,1977
"PVP01_0915100",1174,834,1162,1294
"PVP01_0311700",10,2,11,3
"PVP01_1010200",791,542,911,1146
"PVP01_0217700",0,0,0,0
"PVP01_1328700",5752,3576,4058,4567
"PVP01_0602000",27,13,49,16
"PVP01_0116100",258,195,471,225
"PVP01_1217900",151,145,222,137
"PVP01_0736900",0,0,0,0
"PVP01_0413400",2717,1782,1960,2877
"PVP01_1264600",6535,7113,6384,7248
"PVP01_0306800",1084,839,882,894
"PVP01_1021000",114,129,156,183
"PVP01_1017400",340,286,174,313
"PVP01_0010920",0,0,0,0
"PVP01_0003940",0,0,0,0
"PVP01_0207800",151,188,107,122
"PVP01_0007380",0,0,0,0
"PVP01_1467500",648,451,415,350
"PVP01_1016900",282,242,256,355
"PVP01_0205900",172,236,251,369
"PVP01_0419600",155,66,439,178
"PVP01_0009120",0,0,0,0
"PVP01_1022800",1667,1464,1436,2018
"PVP01_1447400",778,653,975,1066
"PVP01_1148100",1,1,1,0
"PVP01_1401000",1624,1570,1395,1816
"PVP01_1216800",64,47,45,102
"PVP01_1124600",5713,6067,5787,4431
"PVP01_1458000",789,893,902,1371
"PVP01_1405700",1251,989,983,2022
"PVP01_0701300",73,38,65,61
"PVP01_0518100",1370,1392,1747,2194
"PVP01_0005370",0,0,0,0
"PVP01_0001890",0,0,0,0
"PVP01_1128000",335,59,396,130
"PVP01_0417100",1397,1453,1885,1546
"PVP01_1215300",61,114,152,233
"PVP01_0118800",0,0,0,0
"PVP01_0005440",0,0,0,0
"PVP01_1235600",441,287,620,1055
"PVP01_1423200",267,188,279,261
"PVP01_0001250",0,0,0,0
"PVP01_0201300",6,9,12,3
"PVP01_0010200",0,0,0,0
"PVP01_0005510",0,0,0,0
"PVP01_0708400",957,429,2403,317
"PVP01_1443200",2217,1848,1584,2159
"PVP01_0808300",4647,5071,4238,4702
"PVP01_0936200",254,116,141,174
"PVP01_1413500",12,21,38,13
"PVP01_0533800",0,0,0,0
"PVP01_0704000",851,610,835,569
"PVP01_0006400",0,0,0,0
"PVP01_0519000",230,67,156,272
"PVP01_0501100",85,111,101,123
"PVP01_1122500",1,0,1,1
"PVP01_1472000",96,39,144,54
"PVP01_0722200",509,245,518,348
"PVP01_0411900",84,88,176,120
"PVP01_1249800",630,417,784,914
"PVP01_1305400",8011,7213,5436,7593
"PVP01_0407500",3256,2895,1554,3276
"PVP01_0009870",0,0,0,0
"PVP01_1445900",1746,1694,1946,2238
"PVP01_0007600",0,0,0,0
"PVP01_0004870",0,0,0,0
"PVP01_1302300",6702,5546,7416,7090
"PVP01_0903000",1075,1000,585,927
"PVP01_1224000",112,100,139,139
"PVP01_0725900",3032,3026,2438,3305
"PVP01_0003160",0,0,0,0
"PVP01_0115300",11,16,16,12
"PVP01_0221600",0,0,0,0
"PVP01_1312700",847,1292,1134,801
"PVP01_API03100",0,0,0,0
"PVP01_0221400",0,0,0,0
"PVP01_1104600",736,904,672,1037
"PVP01_0002790",0,0,0,0
"PVP01_1404400",4880,4695,3687,5972
"PVP01_MIT03000",33,23,74,54
"PVP01_0420600",257,36,30,95
"PVP01_0008710",0,0,0,0
"PVP01_0108000",1107,1385,1060,2111
"PVP01_1458900",310,198,215,457
"PVP01_0005590",0,0,0,0
"PVP01_1022900",2,2,2,1
"PVP01_0610500",2758,1766,1935,2290
"PVP01_0513000",7381,4034,3319,4617
"PVP01_1322800",3366,2324,2174,3342
"PVP01_1262000",1,8,8,8
"PVP01_0001000",0,0,0,0
"PVP01_0726900",21,36,80,59
"PVP01_1437200",1533,1839,1586,2024
"PVP01_1203500",53,41,56,41
"PVP01_0923800",11719,6016,10322,10259
"PVP01_1149200",0,0,0,0
"PVP01_0011010",0,0,0,0
"PVP01_1244000",11,28,23,15
"PVP01_0708600",159,77,168,167
"PVP01_0839600",0,0,0,0
"PVP01_1409500",618,312,273,479
"PVP01_0813000",1025,868,894,1120
"PVP01_0905100",4714,3619,2367,3733
"PVP01_0401800",69,47,144,57
"PVP01_1302100",2058,1144,1238,1867
"PVP01_0916300",464,354,686,535
"PVP01_1272900",0,0,0,0
"PVP01_1133500",12785,15054,14090,13803
"PVP01_0000220",0,0,0,0
"PVP01_1101200",235,162,205,131
"PVP01_1201500",403,249,548,402
"PVP01_1101100",64,86,36,37
"PVP01_1417000",912,829,877,1145
"PVP01_0502400",783,207,1832,131
"PVP01_1216600",92,273,264,293
"PVP01_0712900",995,1015,1116,1472
"PVP01_1451700",5098,5454,4706,7409
"PVP01_0000820",0,0,0,0
"PVP01_0007840",0,0,0,0
"PVP01_0620700",5,2,7,0
"PVP01_0507300",428,463,534,355
"PVP01_0824600",1241,588,841,952
"PVP01_1347300",0,0,0,0
"PVP01_0716100",7982,8732,5687,6464
"PVP01_1147900",72,168,100,88
"PVP01_1345600",3208,3610,3024,3887
"PVP01_0003060",0,0,0,0
"PVP01_1318800",881,876,921,897
"PVP01_0904200",6325,5545,3953,6437
"PVP01_MIT00300",12,19,66,27
"PVP01_1438500",531,773,317,1070
"PVP01_1032700",4,1,0,0
"PVP01_1101900",24,18,16,23
"PVP01_1004800",421,265,258,246
"PVP01_1124700",738,702,1707,1356
"PVP01_1431700",21,12,25,18
"PVP01_0213100",22,13,11,9
"PVP01_1332400",818,567,570,726
"PVP01_1331700",3021,2096,3262,3326
"PVP01_0623800",4723,3076,4352,4032
"PVP01_0301100",200,53,467,406
"PVP01_0522700",345,446,1172,331
"PVP01_0527800",466,394,369,539
"PVP01_0103600",222,321,16,18
"PVP01_1336500",8350,10779,12144,9679
"PVP01_1216100",516,434,642,890
"PVP01_1022500",18054,16605,19521,19766
"PVP01_0002550",0,0,0,0
"PVP01_1306400",27,35,35,34
"PVP01_0702700",39,11,49,54
"PVP01_0817700",437,323,251,447
"PVP01_1253500",1690,1107,1669,1727
"PVP01_1213900",1243,867,1152,1365
"PVP01_0826800",114,57,66,122
"PVP01_1337100",246,312,317,303
"PVP01_0008530",0,0,0,0
"PVP01_1133200",1031,1141,1084,1140
"PVP01_1132400",175,198,167,211
"PVP01_1110600",0,0,1,0
"PVP01_0807400",8336,5097,4754,5251
"PVP01_1106700",81,106,81,79
"PVP01_0002230",0,0,0,0
"PVP01_1273500",0,0,0,0
"PVP01_1229200",4833,3700,4703,5102
"PVP01_1301900",7047,6437,7637,7581
"PVP01_0949500",0,0,0,0
"PVP01_0820500",135,340,323,493
"PVP01_0705800",36,56,56,50
"PVP01_1345900",3113,2146,1896,2526
"PVP01_1407000",72,51,64,87
"PVP01_0600600",187,168,220,252
"PVP01_0921000",3776,2954,2729,3325
"PVP01_0939700",4362,3258,3783,3681
"PVP01_0714800",16741,19214,19674,18424
"PVP01_1003200",2458,1762,3032,1683
"PVP01_1031700",113,111,170,78
"PVP01_0509300",908,966,1073,932
"PVP01_1030000",1714,1525,2207,1635
"PVP01_1015500",656,729,1374,893
"PVP01_1229800",871,989,1656,1256
"PVP01_0201000",17,20,40,33
"PVP01_1303900",1340,1000,1166,1037
"PVP01_0825900",816,574,1080,888
"PVP01_1002700",8627,7234,5919,8003
"PVP01_0943300",133,238,107,118
"PVP01_0001870",0,0,0,0
"PVP01_0713400",2149,1981,3045,1594
"PVP01_1116600",2249,1083,1338,1593
"PVP01_0728700",460,265,518,643
"PVP01_0007770",0,0,0,0
"PVP01_0927300",1164,794,789,988
"PVP01_0723800",158,78,181,242
"PVP01_1315700",5915,5751,7797,8051
"PVP01_1013600",435,349,263,343
"PVP01_0521900",27,27,28,8
"PVP01_1210900",1483,791,1145,961
"PVP01_0733600",3239,4175,2536,4893
"PVP01_1470700",81,60,287,24
"PVP01_0409200",72,73,23,102
"PVP01_API01400",0,0,0,0
"PVP01_1145100",4890,2822,3016,4254
"PVP01_0812200",2747,1596,1295,1927
"PVP01_1273700",0,0,0,0
"PVP01_0107600",1208,697,691,1000
"PVP01_0500800",12,1,3,3
"PVP01_1114600",181,137,180,111
"PVP01_1322500",2073,3249,3987,4243
"PVP01_0212000",1662,1624,1474,2193
"PVP01_1467700",48,23,42,49
"PVP01_0611200",31,8,26,17
"PVP01_1256400",2089,1449,1946,1580
"PVP01_0513100",33,26,57,26
"PVP01_0000630",0,0,0,0
"PVP01_0728000",124,56,53,89
"PVP01_0930800",108,55,173,107
"PVP01_1246100",1188,1279,1285,1656
"PVP01_1347700",0,0,0,0
"PVP01_1337900",31884,31612,35711,33034
"PVP01_0009290",0,0,0,0
"PVP01_1417300",40,74,64,629
"PVP01_1146700",372,195,131,200
"PVP01_1202800",8918,6269,7040,7215
"PVP01_0115000",3452,3329,3807,5111
"PVP01_1113200",587,493,823,881
"PVP01_0621300",582,463,1057,905
"PVP01_0530500",361,273,457,270
"PVP01_1439100",1090,1041,1340,930
"PVP01_0410500",0,0,0,0
"PVP01_0001530",0,0,0,0
"PVP01_1136500",212,124,371,205
"PVP01_0010270",0,0,0,0
"PVP01_0620500",165,232,147,132
"PVP01_1245900",340,345,601,433
"PVP01_1404800",194,112,161,214
"PVP01_0211700",409,241,316,403
"PVP01_0010450",0,0,0,0
"PVP01_1457300",3176,2768,3900,3727
"PVP01_MIT01500",7,12,8,3
"PVP01_0007350",0,0,0,0
"PVP01_1454100",109,141,166,113
"PVP01_1129300",153,63,179,93
"PVP01_0720100",393,221,372,277
"PVP01_1123000",524,368,429,535
"PVP01_API00900",0,0,0,0
"PVP01_1258200",191,305,347,237
"PVP01_0510500",448,378,394,637
"PVP01_0218900",0,0,0,0
"PVP01_1452900",12120,11873,12989,15420
"PVP01_0003600",0,0,0,0
"PVP01_1326000",248,440,398,448
"PVP01_1315400",83,58,170,65
"PVP01_0002410",0,0,0,0
"PVP01_1143100",318,256,389,259
"PVP01_0004290",0,0,0,0
"PVP01_0309800",1346,909,734,982
"PVP01_1017200",7370,9834,10330,12189
"PVP01_0945400",0,0,0,0
"PVP01_1139800",2178,2298,1340,2928
"PVP01_0010350",0,0,0,0
"PVP01_1326500",852,673,1124,731
"PVP01_0815700",20,51,90,80
"PVP01_0005680",0,0,0,0
"PVP01_0932000",925,943,805,1161
"PVP01_1126400",3894,3726,4382,5186
"PVP01_0317200",434,460,570,642
"PVP01_0725700",1349,1218,1250,1854
"PVP01_1419000",25,16,39,22
"PVP01_1447300",17652,19658,19870,22526
"PVP01_0621200",652,417,1629,507
"PVP01_0307000",1731,1157,1442,1140
"PVP01_0531600",2,5,6,2
"PVP01_1413800",13,17,57,11
"PVP01_1248800",536,438,471,427
"PVP01_1241000",6927,4493,6211,7062
"PVP01_0422100",0,0,0,0
"PVP01_0904900",300,314,310,404
"PVP01_0933500",103,60,212,147
"PVP01_0834300",3230,3408,3206,4616
"PVP01_1229100",149,209,178,328
"PVP01_0007300",0,0,0,0
"PVP01_0935600",28,17,25,18
"PVP01_1142400",55,106,114,96
"PVP01_1428300",2447,2773,2364,1983
"PVP01_0008070",0,0,0,0
"PVP01_1314400",3,5,6,10
"PVP01_0402800",226,165,218,229
"PVP01_1017600",374,183,301,353
"PVP01_1404300",1438,1366,1379,1415
"PVP01_0406900",34,29,28,24
"PVP01_0404100",1167,1125,1076,1179
"PVP01_1117600",95,84,144,173
"PVP01_0007980",0,0,0,0
"PVP01_0001360",0,0,0,0
"PVP01_0807200",395,397,437,446
"PVP01_1205900",88,66,71,74
"PVP01_MIT02800",31,54,172,107
"PVP01_0815300",2230,2613,2105,2484
"PVP01_1005900",2931,3136,3431,3400
"PVP01_0522900",684,793,588,724
"PVP01_0927200",810,890,1188,1393
"PVP01_1413000",3,24,24,29
"PVP01_0804400",159,71,78,168
"PVP01_0000330",0,0,0,0
"PVP01_0002170",0,0,0,0
"PVP01_0709900",1811,1950,2971,3462
"PVP01_0003070",0,0,0,0
"PVP01_1102000",508,409,546,464
"PVP01_1032900",15,0,8,5
"PVP01_0917600",1470,824,1280,867
"PVP01_0409600",502,395,494,498
"PVP01_0423900",0,0,0,0
"PVP01_0412300",230,213,425,297
"PVP01_0930200",5891,7838,7002,6579
"PVP01_1127900",68,14,102,44
"PVP01_0419200",117,115,132,147
"PVP01_1013900",11,8,11,11
"PVP01_1256600",2680,2755,4072,3522
"PVP01_0002750",0,0,0,0
"PVP01_0516600",2823,2741,2263,2707
"PVP01_API00300",0,0,0,0
"PVP01_1441900",3331,2277,2784,3239
"PVP01_0613900",3837,4075,4257,7913
"PVP01_1466300",803,822,859,1187
"PVP01_0003120",0,0,0,0
"PVP01_0501500",3,3,10,6
"PVP01_1429700",409,294,581,475
"PVP01_1143700",571,414,401,621
"PVP01_0531700",8,0,4,1
"PVP01_1134000",1055,88,1374,1627
"PVP01_0810100",989,701,1006,677
"PVP01_1469000",15,27,27,23
"PVP01_1002900",6165,10568,6654,6840
"PVP01_0111200",278,232,381,633
"PVP01_0114800",3573,5963,4910,6452
"PVP01_0931200",395,298,333,449
"PVP01_0624400",1505,1213,2553,1000
"PVP01_0812100",2934,2916,4218,2167
"PVP01_0508500",3836,2826,7820,2079
"PVP01_0300700",125,64,102,157
"PVP01_1023700",872,720,628,685
"PVP01_1205400",1293,742,1097,1098
"PVP01_0303100",67,47,125,62
"PVP01_1233200",410,434,519,563
"PVP01_0004760",0,0,0,0
"PVP01_1123800",147,196,316,271
"PVP01_0509800",1235,779,1284,618
"PVP01_1138000",4741,5965,8304,6518
"PVP01_0905200",348,142,25,40
"PVP01_1119000",109,156,191,255
"PVP01_0707400",331,144,193,218
"PVP01_0604500",184,204,432,344
"PVP01_0004480",0,0,0,0
"PVP01_0837500",363,356,294,327
"PVP01_1265800",145,195,301,263
"PVP01_0607200",1899,1398,2040,1771
"PVP01_API05000",0,0,0,0
"PVP01_0900300",124,31,275,45
"PVP01_0528800",762,452,567,645
"PVP01_0700900",609,484,470,530
"PVP01_1426600",8096,7201,8979,8184
"PVP01_0929300",127,122,106,121
"PVP01_0007400",0,0,0,0
"PVP01_0318900",1006,888,793,1118
"PVP01_1213200",661,483,953,998
"PVP01_1316400",221,205,404,306
"PVP01_1011600",62,302,243,81
"PVP01_0003670",0,0,0,0
"PVP01_1251000",1311,1038,2456,1725
"PVP01_0009700",0,0,0,0
"PVP01_1236900",2418,1678,1539,2176
"PVP01_0523000",9,10,10,15
"PVP01_0106300",3158,1329,3906,1931
"PVP01_0220400",0,0,0,0
"PVP01_0701800",6299,5886,5794,5250
"PVP01_1107800",694,475,690,744
"PVP01_0107200",37,11,52,60
"PVP01_0704100",215,137,279,123
"PVP01_1340800",2353,1924,2766,2697
"PVP01_1257900",440,484,497,563
"PVP01_1219700",422,661,464,611
"PVP01_1456300",2325,1752,2703,3306
"PVP01_0111700",939,773,706,1107
"PVP01_1104100",28,39,47,32
"PVP01_1342100",827,575,879,820
"PVP01_0931700",2626,3514,4775,2849
"PVP01_1022000",3807,4180,3638,4379
"PVP01_0005270",0,0,0,0
"PVP01_0214900",376,20,4,38
"PVP01_1440200",2410,1889,1873,1860
"PVP01_0002020",0,0,0,0
"PVP01_0408100",36,17,61,62
"PVP01_0314300",1870,1398,2825,1335
"PVP01_1445600",992,1017,847,676
"PVP01_0302100",4,3,11,7
"PVP01_0737600",0,0,0,0
"PVP01_0424300",0,0,0,0
"PVP01_1131100",876,892,799,1070
"PVP01_1119900",231,179,267,282
"PVP01_0000860",0,0,0,0
"PVP01_0114600",110,22,196,40
"PVP01_0003720",0,0,0,0
"PVP01_1201800",90,112,147,107
"PVP01_0608200",4,6,1,3
"PVP01_0215800",484,469,750,652
"PVP01_1422200",3,6,13,9
"PVP01_0316000",153,120,223,128
"PVP01_1035400",0,0,0,0
"PVP01_0526100",141,102,273,245
"PVP01_0928900",240,150,240,221
"PVP01_1251100",2031,1885,3512,1915
"PVP01_1225700",109,305,399,321
"PVP01_1222400",3,8,5,7
"PVP01_0823300",150,346,230,237
"PVP01_0009150",0,0,0,0
"PVP01_0941300",3964,2060,4040,3919
"PVP01_1315900",322,294,308,378
"PVP01_1025800",66,59,70,68
"PVP01_0008030",0,0,0,0
"PVP01_0001840",0,0,0,0
"PVP01_0529400",22420,24012,28203,25626
"PVP01_0819700",220,373,346,491
"PVP01_0519800",46,58,26,23
"PVP01_0707000",1293,842,1093,1194
"PVP01_1461100",2121,1499,1255,1698
"PVP01_1332300",2013,1735,1962,2548
"PVP01_0200200",19,13,9,71
"PVP01_1323600",7034,18368,21720,26671
"PVP01_0735900",0,0,0,0
"PVP01_1149300",0,0,0,0
"PVP01_1237700",11,12,65,13
"PVP01_0205100",415,450,505,642
"PVP01_0622400",643,759,838,886
"PVP01_0007750",0,0,0,0
"PVP01_0815500",348,357,343,415
"PVP01_1225600",55,49,64,43
"PVP01_0532300",36,5,26,10
"PVP01_1459100",585,547,705,644
"PVP01_0931900",778,758,839,1153
"PVP01_0507400",829,1064,505,631
"PVP01_1306100",4275,3249,3811,4129
"PVP01_1211700",429,504,336,384
"PVP01_1248300",292,336,252,432
"PVP01_1239900",9082,6608,5317,8415
"PVP01_0002290",0,0,0,0
"PVP01_1105600",403,263,265,307
"PVP01_1443400",922,528,881,972
"PVP01_0004660",0,0,0,0
"PVP01_0505700",612,664,605,602
"PVP01_0415500",822,583,891,788
"PVP01_0735600",26,67,26,0
"PVP01_1145800",241,153,287,252
"PVP01_1134200",17192,18681,21798,17683
"PVP01_1436300",274,159,617,104
"PVP01_1147000",841,632,1641,778
"PVP01_0000140",0,0,0,0
"PVP01_0622300",1830,2228,1453,2045
"PVP01_0702500",337,372,525,368
"PVP01_0422400",0,0,0,0
"PVP01_1428800",553,482,518,614
"PVP01_0918400",822,474,563,761
"PVP01_MIT00200",10,13,19,22
"PVP01_API01100",0,0,0,0
"PVP01_0946200",0,0,0,0
"PVP01_1305100",459,524,849,624
"PVP01_1146000",927,685,1556,997
"PVP01_0009670",0,0,0,0
"PVP01_0408600",884,495,374,612
"PVP01_0212200",3483,2197,1982,2951
"PVP01_0921300",1387,1344,1210,1653
"PVP01_0713300",1539,1071,1470,996
"PVP01_0616100",959,644,625,1090
"PVP01_0009560",0,0,0,0
"PVP01_1425300",1655,731,2284,1031
"PVP01_1403700",567,356,368,390
"PVP01_0007010",0,0,0,0
"PVP01_1022700",628,430,450,584
"PVP01_0819900",3090,2371,2662,3108
"PVP01_0217900",0,0,0,0
"PVP01_1009900",545,404,771,651
"PVP01_1018700",660,385,315,571
"PVP01_1216700",811,531,487,642
"PVP01_1029100",327,221,1268,714
"PVP01_1334200",7536,3289,4570,4654
"PVP01_API00200",0,0,0,0
"PVP01_1418300",138,139,125,116
"PVP01_0619600",5900,4268,3386,5713
"PVP01_1314500",8,20,14,13
"PVP01_0422200",0,0,0,0
"PVP01_1129000",139,125,208,265
"PVP01_0105400",977,1158,895,1251
"PVP01_0620800",197,196,333,423
"PVP01_0102200",1659,1848,1641,2021
"PVP01_0001480",0,0,0,0
"PVP01_0007120",0,0,0,0
"PVP01_0621800",22,20,32,40
"PVP01_1204000",126,12,16,28
"PVP01_0115400",201,218,234,241
"PVP01_0000940",0,0,0,0
"PVP01_0934700",4663,3420,4786,3982
"PVP01_1210000",426,659,721,853
"PVP01_0216400",21,15,21,20
"PVP01_0002510",0,0,0,0
"PVP01_0201700",1612,517,1593,1560
"PVP01_0828600",1030,876,585,659
"PVP01_0501400",201,189,317,203
"PVP01_1218100",1939,1292,2872,1590
"PVP01_0010150",0,0,0,0
"PVP01_1266700",2922,1729,1486,1909
"PVP01_1328000",942,1189,1116,1473
"PVP01_0820900",759,817,784,900
"PVP01_0104200",11437,8053,7964,9614
"PVP01_1237900",460,396,869,292
"PVP01_1333500",479,298,478,394
"PVP01_0002470",0,0,0,0
"PVP01_1209200",93,44,50,72
"PVP01_0300400",81,31,58,123
"PVP01_0001100",0,0,0,0
"PVP01_0001990",0,0,0,0
"PVP01_1452100",1,10,0,0
"PVP01_0105000",798,649,851,976
"PVP01_0003340",0,0,0,0
"PVP01_0006480",0,0,0,0
"PVP01_0310700",2209,2963,3100,4495
"PVP01_1470000",5,5,16,8
"PVP01_1404100",1794,1705,1621,1553
"PVP01_1020100",14,3,20,20
"PVP01_0911500",523,378,476,521
"PVP01_0945800",0,0,0,0
"PVP01_0002490",0,0,0,0
"PVP01_1311600",1585,1224,1024,1291
"PVP01_1117800",458,463,445,557
"PVP01_0942800",1576,920,1636,1948
"PVP01_0310500",2878,2471,2420,2697
"PVP01_0314900",1802,1479,1768,2481
"PVP01_0314200",388,229,598,375
"PVP01_1463900",36,86,46,36
"PVP01_0900400",75,100,125,49
"PVP01_0837100",1419,864,1487,1782
"PVP01_0008410",0,0,0,0
"PVP01_1404900",1018,511,1064,838
"PVP01_0623700",68,68,123,157
"PVP01_0908800",799,514,1107,1197
"PVP01_0502200",47,39,67,44
"PVP01_1103200",703,573,1159,1111
"PVP01_0000700",0,0,0,0
"PVP01_0007930",0,0,0,0
"PVP01_0001900",0,0,0,0
"PVP01_1342800",3529,2000,2637,2750
"PVP01_0220200",0,0,0,0
"PVP01_0605500",382,340,243,321
"PVP01_0114700",635,420,524,558
"PVP01_1030500",80,65,113,103
"PVP01_1213600",10,8,9,6
"PVP01_0202900",4512,8220,34437,3692
"PVP01_0006840",0,0,0,0
"PVP01_0923100",9625,7256,8119,6761
"PVP01_1273300",0,0,0,0
"PVP01_0007800",0,0,0,0
"PVP01_0004300",0,0,0,0
"PVP01_1013000",4571,2849,2495,4166
"PVP01_1220100",285,273,317,355
"PVP01_1270300",1721,1533,1562,1828
"PVP01_1206400",6017,3917,7281,4207
"PVP01_0713900",804,794,597,849
"PVP01_1247000",1057,646,680,922
"PVP01_1030200",93,2,88,79
"PVP01_1264200",179,170,201,264
"PVP01_1254900",850,591,1081,1041
"PVP01_0606900",8165,9562,9371,9754
"PVP01_0832200",585,327,356,119
"PVP01_0418700",546,267,449,452
"PVP01_1449100",1225,1224,1430,1418
"PVP01_0529600",2355,2855,2729,3300
"PVP01_0004010",0,0,0,0
"PVP01_0302000",20,27,76,38
"PVP01_0218500",0,0,0,0
"PVP01_0004820",0,0,0,0
"PVP01_1410800",302,381,470,473
"PVP01_1015000",333,243,332,232
"PVP01_1008200",1052,1018,1242,1010
"PVP01_1024400",1462,1125,1014,1197
"PVP01_0730700",804,737,723,839
"PVP01_0609200",49,113,31,89
"PVP01_0721800",1584,1801,2210,2825
"PVP01_1126700",910,763,1416,1337
"PVP01_1122300",216,169,230,150
"PVP01_1451300",4,5,9,21
"PVP01_0110500",568,534,634,703
"PVP01_1427800",26,16,19,26
"PVP01_1345400",908,1132,1082,1719
"PVP01_1450500",942,786,763,880
"PVP01_1027500",9656,8088,7663,8058
"PVP01_0004960",0,0,0,0
"PVP01_1127800",1790,1178,2199,1686
"PVP01_1448700",280,242,260,236
"PVP01_0206500",123,107,79,124
"PVP01_1117900",360,427,575,410
"PVP01_1112300",888,710,869,927
"PVP01_1431100",1356,633,826,917
"PVP01_0800400",2842,1024,3857,2082
"PVP01_1417400",1552,1060,1579,1738
"PVP01_0518700",497,367,348,470
"PVP01_0513500",73,56,284,23
"PVP01_1138900",3770,3155,5026,2832
"PVP01_1100400",38,12,25,21
"PVP01_0839800",0,0,0,0
"PVP01_MIT01100",26,16,40,47
"PVP01_0204900",1765,1656,1412,2455
"PVP01_1425500",299,142,402,246
"PVP01_1243700",2676,1578,2781,2476
"PVP01_0713100",8,5,12,11
"PVP01_0008980",0,0,0,0
"PVP01_0832400",361,386,669,418
"PVP01_1103100",51,41,58,58
"PVP01_1341000",2042,2531,2601,3039
"PVP01_1346500",153,190,317,143
"PVP01_0809800",1643,1007,2441,1393
"PVP01_0821200",1928,2283,2505,2908
"PVP01_1009200",0,2,5,7
"PVP01_0505400",3840,3023,2859,3791
"PVP01_0219700",0,0,0,0
"PVP01_0823900",3709,5018,4220,4780
"PVP01_0802900",3021,1300,1382,1282
"PVP01_1267800",1791,1288,1324,1902
"PVP01_0117200",47,37,53,23
"PVP01_0101400",55,53,54,64
"PVP01_1409200",1054,745,714,1100
"PVP01_0006330",0,0,0,0
"PVP01_1016700",110,88,68,85
"PVP01_0008990",0,0,0,0
"PVP01_0702800",2,2,9,5
"PVP01_0000310",0,0,0,0
"PVP01_1140400",170,190,141,237
"PVP01_0929500",5,6,24,17
"PVP01_0211500",780,530,754,845
"PVP01_0008860",0,0,0,0
"PVP01_0525000",5,13,16,15
"PVP01_0832600",314,574,431,758
"PVP01_0403500",1308,1142,1100,1453
"PVP01_0624000",0,0,1,0
"PVP01_1238700",2407,2795,2647,3466
"PVP01_1249100",1912,1242,1685,1904
"PVP01_0405700",370,358,331,362
"PVP01_0606400",1556,1008,898,1140
"PVP01_0007180",0,0,0,0
"PVP01_0004790",0,0,0,0
"PVP01_0827300",222,158,271,341
"PVP01_1465400",173,162,239,196
"PVP01_0608400",10,13,28,9
"PVP01_0011130",0,0,0,0
"PVP01_0009400",0,0,0,0
"PVP01_0722700",667,479,1122,714
"PVP01_0802100",1136,740,1021,608
"PVP01_1122200",367,370,448,328
"PVP01_0948300",0,0,0,0
"PVP01_1448600",407,324,376,386
"PVP01_1120000",91,118,245,152
"PVP01_0006190",0,0,0,0
"PVP01_0520900",40,113,51,33
"PVP01_0913400",273,310,240,404
"PVP01_1033000",94,7,19,29
"PVP01_1326600",574,453,845,568
"PVP01_1462100",41,41,26,42
"PVP01_1425600",217,135,326,188
"PVP01_1215000",701,632,526,1196
"PVP01_0925300",34,17,21,32
"PVP01_0415900",1272,1444,2250,996
