"gene_id","SAMEA4497164_output_filtered.bam","SAMEA4497165_output_filtered.bam","SAMEA4497166_output_filtered.bam","SAMEA4497167_output_filtered.bam"
"PVP01_0601800",48,71,124,110
"PVP01_1333600",431,193,437,266
"PVP01_0202100",160,123,199,168
"PVP01_1226500",64,45,80,82
"PVP01_1338400",700,441,495,465
"PVP01_0500700",61,21,11,34
"PVP01_0010440",0,0,0,0
"PVP01_0809400",365,323,626,431
"PVP01_1451100",48,33,43,55
"PVP01_1326300",2049,1269,1536,1914
"PVP01_1119500",1363,1101,1696,877
"PVP01_0004030",0,0,0,0
"PVP01_1141200",1417,1212,1073,1533
"PVP01_0916800",95,63,78,75
"PVP01_0422700",0,0,0,0
"PVP01_1454800",659,483,550,751
"PVP01_1109800",4452,4751,5192,5212
"PVP01_1446000",972,969,917,1270
"PVP01_API02200",0,0,0,0
"PVP01_1135900",272,410,368,431
"PVP01_1422900",9,17,2,16
"PVP01_1459500",8393,6060,5250,6093
"PVP01_0828700",206,235,283,298
"PVP01_0904700",21,10,22,32
"PVP01_0005820",0,0,0,0
"PVP01_1213400",833,698,641,751
"PVP01_0704600",35,84,100,132
"PVP01_0701700",3394,1692,3980,3540
"PVP01_1303500",78,57,126,59
"PVP01_0801900",1746,1261,1628,1220
"PVP01_0001190",0,0,0,0
"PVP01_0008200",0,0,0,0
"PVP01_1413450",72,157,119,170
"PVP01_0001380",0,0,0,0
"PVP01_0824400",3913,3769,2411,3809
"PVP01_0706200",207,160,252,278
"PVP01_1140500",601,376,240,316
"PVP01_0400200",23,3,1,0
"PVP01_0835300",621,1157,473,833
"PVP01_0115200",930,1729,1250,1711
"PVP01_1268000",865,1008,1045,1272
"PVP01_0405300",394,298,316,466
"PVP01_0009510",0,0,0,0
"PVP01_0202400",51,35,125,34
"PVP01_0805600",545,467,548,573
"PVP01_1425100",38,20,52,45
"PVP01_1454600",107,109,103,135
"PVP01_0005080",0,0,0,0
"PVP01_0311900",71,95,178,139
"PVP01_0001490",0,0,0,0
"PVP01_1257500",1013,948,1417,1158
"PVP01_0939500",948,338,1256,700
"PVP01_1141400",496,516,596,637
"PVP01_1122100",5,3,14,12
"PVP01_0010940",0,0,0,0
"PVP01_1449200",4,8,15,5
"PVP01_0909500",2515,1725,2146,1623
"PVP01_0616000",6,6,6,4
"PVP01_0001350",0,0,0,0
"PVP01_0006730",0,0,0,0
"PVP01_0800600",85,30,71,38
"PVP01_0819600",72,393,493,179
"PVP01_0103800",11,56,28,5
"PVP01_1440400",287,178,338,396
"PVP01_1434200",1458,1757,1232,1096
"PVP01_0003680",0,0,0,0
"PVP01_0504400",342,269,216,252
"PVP01_1200900",3,37,118,17
"PVP01_0010970",0,0,0,0
"PVP01_1328100",8,11,13,14
"PVP01_0710400",75,92,73,57
"PVP01_1213000",464,453,1007,1045
"PVP01_0515600",658,431,504,496
"PVP01_0008690",0,0,0,0
"PVP01_0304400",1743,1257,1051,1437
"PVP01_0827200",91,55,101,52
"PVP01_0010570",0,0,0,0
"PVP01_0112000",31,250,32,32
"PVP01_1434000",33,63,143,130
"PVP01_0004980",0,0,0,0
"PVP01_0010380",0,0,0,0
"PVP01_1225500",5358,3946,4740,4155
"PVP01_0116200",3466,2365,2864,2822
"PVP01_0002380",0,0,0,0
"PVP01_0313500",7,10,8,11
"PVP01_1228800",26491,20118,8408,26058
"PVP01_0623500",1513,1650,1510,1687
"PVP01_0837800",24,14,24,20
"PVP01_1249900",445,356,765,866
"PVP01_0905300",1376,1432,1114,1470
"PVP01_0005540",0,0,0,0
"PVP01_1342700",91,93,112,89
"PVP01_0315200",2263,2845,1691,3123
"PVP01_0101600",90,110,305,170
"PVP01_API03700",0,0,0,0
"PVP01_0004910",0,0,0,0
"PVP01_0010430",0,0,0,0
"PVP01_0804900",282,240,243,309
"PVP01_0006410",0,0,0,0
"PVP01_1108600",1224,1731,1704,1749
"PVP01_1337200",3800,4133,3949,4258
"PVP01_0504000",937,513,515,786
"PVP01_0739000",0,0,0,0
"PVP01_0805900",1493,672,960,1000
"PVP01_0009480",0,0,0,0
"PVP01_0004430",0,0,0,0
"PVP01_0733000",88,75,76,55
"PVP01_0525300",767,667,658,1008
"PVP01_0515100",4785,5848,6099,5934
"PVP01_1420600",266,157,180,211
"PVP01_1452000",658,785,410,858
"PVP01_0808600",1826,1680,1755,1936
"PVP01_0413500",832,550,506,871
"PVP01_1236800",1683,1254,1243,1755
"PVP01_0010310",0,0,0,0
"PVP01_0306600",5093,7893,6956,9048
"PVP01_1343600",206,174,1137,59
"PVP01_1114000",884,675,1538,577
"PVP01_0518300",122,180,284,215
"PVP01_1313600",252,170,373,203
"PVP01_1251400",3320,2307,3829,4625
"PVP01_1311300",14098,17359,17206,14379
"PVP01_1301600",20483,12919,16279,17403
"PVP01_API04600",0,0,0,0
"PVP01_0005120",0,0,0,0
"PVP01_0000110",0,0,0,0
"PVP01_1113800",5098,4706,3891,6012
"PVP01_MIT03500",0,0,0,0
"PVP01_1240600",23,23,68,53
"PVP01_0007910",0,0,0,0
"PVP01_1271700",0,0,0,0
"PVP01_0919500",678,548,634,756
"PVP01_1303200",361,377,379,283
"PVP01_1314900",205,328,284,362
"PVP01_0004670",0,0,0,0
"PVP01_0611300",315,233,178,254
"PVP01_0008890",0,0,0,0
"PVP01_0607400",16,19,26,23
"PVP01_1016400",194,235,295,373
"PVP01_1250100",220,283,272,344
"PVP01_0005980",0,0,0,0
"PVP01_1131500",661,431,551,741
"PVP01_1442200",11934,10140,8868,11075
"PVP01_1117200",211,1,254,292
"PVP01_0108700",1886,1188,1582,777
"PVP01_1458500",275,277,645,562
"PVP01_1322600",11718,10512,8878,10620
"PVP01_1233400",43,48,56,76
"PVP01_0806300",18,16,5,19
"PVP01_1130600",4045,3303,3323,4942
"PVP01_0700400",52,39,79,56
"PVP01_1344000",556,648,1059,714
"PVP01_1262900",10372,10385,11439,12230
"PVP01_1335100",595,368,2060,1217
"PVP01_1309600",25,23,52,47
"PVP01_0002050",0,0,0,0
"PVP01_1435600",22,25,18,34
"PVP01_1110200",7031,7638,6575,7399
"PVP01_0216800",1106,1006,814,1056
"PVP01_0839400",0,0,0,0
"PVP01_0533600",0,0,0,0
"PVP01_0808900",3754,2528,4427,3794
"PVP01_0735000",43,46,141,44
"PVP01_1314800",97,121,110,165
"PVP01_0500200",48,21,39,72
"PVP01_0107100",26,36,48,29
"PVP01_1125000",255,189,292,317
"PVP01_0810800",69,43,87,118
"PVP01_1233300",2012,2006,2553,1818
"PVP01_0212100",1448,1297,1152,1394
"PVP01_1120400",180,244,265,298
"PVP01_1415100",5872,6338,5493,7928
"PVP01_0605400",1101,1018,1194,1135
"PVP01_0927000",782,496,811,717
"PVP01_0526300",6604,8247,8761,6060
"PVP01_0007540",0,0,0,0
"PVP01_1118000",2,7,7,4
"PVP01_1107400",1273,993,1380,1185
"PVP01_0401400",51,29,62,50
"PVP01_0002560",0,0,0,0
"PVP01_0321000",342,365,210,143
"PVP01_0416000",403,384,496,368
"PVP01_0006050",0,0,0,0
"PVP01_1265200",689,471,462,705
"PVP01_0713600",100,162,197,171
"PVP01_1462300",1689,592,1571,1004
"PVP01_0100200",273,243,177,426
"PVP01_0514000",144,57,422,55
"PVP01_1320900",6373,4836,5872,5755
"PVP01_0002140",0,0,0,0
"PVP01_0000450",0,0,0,0
"PVP01_1251800",76,53,126,54
"PVP01_0910900",1431,1075,1096,1780
"PVP01_0618400",66,56,53,96
"PVP01_0717100",1361,791,1204,1321
"PVP01_0310000",1726,1528,1728,1557
"PVP01_1457500",6,2,3,3
"PVP01_0518200",678,685,1135,1243
"PVP01_1209500",90,94,186,82
"PVP01_0002660",0,0,0,0
"PVP01_1306600",0,0,0,1
"PVP01_1407800",551,303,667,510
"PVP01_1267100",168,160,188,221
"PVP01_1128500",5,4,4,4
"PVP01_API00800",0,0,0,0
"PVP01_1137100",576,271,541,397
"PVP01_0416500",1442,934,1349,1491
"PVP01_0006740",0,0,0,0
"PVP01_1201300",17,17,13,14
"PVP01_1104400",582,532,497,472
"PVP01_0941600",113,142,276,493
"PVP01_1223500",1680,1484,2664,1516
"PVP01_0935500",159,118,233,151
"PVP01_0802500",505,258,1261,147
"PVP01_1305700",585,468,434,711
"PVP01_0618900",548,286,701,500
"PVP01_0002430",0,0,0,0
"PVP01_0903900",633,360,1078,836
"PVP01_0727200",34056,23982,32125,41603
"PVP01_1141500",2711,1253,1530,1111
"PVP01_1459000",396,440,339,460
"PVP01_0006440",0,0,0,0
"PVP01_0906000",276,221,719,415
"PVP01_1415700",542,436,485,538
"PVP01_1019900",632,234,628,354
"PVP01_0213300",456,422,322,522
"PVP01_0950000",0,0,0,0
"PVP01_0409500",3672,2736,3282,2870
"PVP01_0911800",43,63,72,62
"PVP01_0810900",8,4,7,11
"PVP01_1022600",3088,3213,3215,3083
"PVP01_MIT00600",8,7,8,20
"PVP01_0840300",0,0,0,0
"PVP01_0837300",1765,1642,1509,1888
"PVP01_1428900",1220,861,941,1023
"PVP01_1322000",7459,4216,4171,4533
"PVP01_0824200",1439,1035,1620,1050
"PVP01_1223600",660,704,1359,762
"PVP01_0914400",274,325,852,423
"PVP01_1138100",620,747,996,512
"PVP01_1147500",3,2,0,7
"PVP01_1406500",295,316,376,434
"PVP01_0617700",2,6,4,5
"PVP01_0700100",216,127,430,107
"PVP01_0811400",257,278,202,247
"PVP01_1119700",267,174,656,230
"PVP01_1221200",1205,1175,2042,1183
"PVP01_1121200",831,1905,1520,874
"PVP01_0534500",0,0,0,0
"PVP01_1236600",33,29,52,33
"PVP01_API02500",0,0,0,0
"PVP01_1414900",2,89,127,1
"PVP01_0529000",2126,1899,3045,4174
"PVP01_0002610",0,0,0,0
"PVP01_0722900",967,633,474,875
"PVP01_MIT02000",5,8,23,12
"PVP01_0008940",0,0,0,0
"PVP01_1207400",1,4,2,0
"PVP01_0304800",5197,5490,5388,5568
"PVP01_1433800",65,89,214,166
"PVP01_0515400",7169,7994,7288,7593
"PVP01_0006370",0,0,0,0
"PVP01_API05200",0,0,0,0
"PVP01_1431600",3270,3576,3345,3147
"PVP01_0308400",1134,909,841,1251
"PVP01_1419800",311,343,379,516
"PVP01_1452600",281,181,260,302
"PVP01_1219100",1336,1187,1126,1257
"PVP01_0807300",683,529,771,784
"PVP01_0924900",509,305,281,359
"PVP01_0711300",1428,1085,1408,1151
"PVP01_1435700",507,404,427,528
"PVP01_0119200",0,0,0,0
"PVP01_1263300",1102,709,879,884
"PVP01_1421200",1261,1501,1669,2132
"PVP01_1018600",5183,7391,5981,6193
"PVP01_1429100",1783,2260,2676,2155
"PVP01_1317700",305,748,605,1231
"PVP01_0942900",277,175,149,249
"PVP01_0010840",0,0,0,0
"PVP01_0720500",333,273,442,468
"PVP01_1129700",2847,2487,1800,2332
"PVP01_0009750",0,0,0,0
"PVP01_0523600",64,25,91,52
"PVP01_0823500",10,14,13,12
"PVP01_1112600",5161,5924,5081,5427
"PVP01_1260600",547,410,379,517
"PVP01_1006100",9,17,20,1
"PVP01_1136700",8,8,12,16
"PVP01_0404600",2055,1649,2354,1746
"PVP01_0829300",44,44,116,164
"PVP01_0118500",0,0,0,0
"PVP01_1014300",332,212,536,322
"PVP01_0010600",0,0,0,0
"PVP01_0003730",0,0,0,0
"PVP01_0300600",145,133,251,235
"PVP01_0605000",10430,13209,10208,12097
"PVP01_0723700",1148,854,1077,1279
"PVP01_0822600",373,198,288,541
"PVP01_1464100",2757,2590,2158,3473
"PVP01_0911200",5084,3269,10201,2560
"PVP01_1409400",2938,2706,3855,3307
"PVP01_0315900",577,564,691,806
"PVP01_1271800",0,0,0,0
"PVP01_0001630",0,0,0,0
"PVP01_0829600",31,35,40,51
"PVP01_1034300",0,0,0,0
"PVP01_0948200",0,0,0,0
"PVP01_0836900",542,682,653,869
"PVP01_0934900",1279,1067,1663,1322
"PVP01_1230900",773,740,1402,1121
"PVP01_0816500",705,832,1514,1276
"PVP01_1436100",806,687,1477,812
"PVP01_1028900",8556,7432,7241,9073
"PVP01_0926200",659,580,1075,1019
"PVP01_0938100",633,412,461,499
"PVP01_0736800",0,0,0,0
"PVP01_1320600",691,807,679,1049
"PVP01_0003330",0,0,0,0
"PVP01_0619000",334,204,532,177
"PVP01_1334300",8385,7283,6209,8062
"PVP01_1260700",3535,3606,4727,3168
"PVP01_0816600",1618,1081,1690,1272
"PVP01_0105600",2196,1622,2571,2167
"PVP01_1218800",4569,4247,5735,5576
"PVP01_0007850",0,0,0,0
"PVP01_0215100",783,356,478,638
"PVP01_1114800",149,257,179,247
"PVP01_0417700",1527,624,1267,1224
"PVP01_0001240",0,0,0,0
"PVP01_0925200",47,22,49,46
"PVP01_1129500",70,54,38,229
"PVP01_0602700",3,63,2,152
"PVP01_0712100",708,395,639,765
"PVP01_0420100",1491,945,1971,1681
"PVP01_1331500",1651,1907,1268,2207
"PVP01_0925900",953,534,947,956
"PVP01_0613600",492,321,557,463
"PVP01_0422600",0,0,0,0
"PVP01_MIT01600",77,48,153,108
"PVP01_1341400",12439,14564,17269,15109
"PVP01_0007520",0,0,0,0
"PVP01_1130000",1787,1002,1376,1375
"PVP01_1458200",974,848,624,913
"PVP01_1014000",464,337,346,338
"PVP01_0212700",751,625,511,773
"PVP01_0112200",769,679,1116,820
"PVP01_1252300",460,392,355,454
"PVP01_0827700",89,59,86,84
"PVP01_1312800",1047,2289,2033,1537
"PVP01_1416800",2031,1231,1635,1394
"PVP01_1033500",0,0,0,0
"PVP01_0001940",0,0,0,0
"PVP01_1236100",51,31,89,75
"PVP01_0933600",154,182,326,154
"PVP01_1200800",2797,1964,2186,2400
"PVP01_1024500",112,167,228,202
"PVP01_0802400",1016,616,758,651
"PVP01_1136300",970,966,1203,1302
"PVP01_1409300",5,3,3,4
"PVP01_0118700",0,0,0,0
"PVP01_1109200",13015,10775,16567,13169
"PVP01_1463300",829,671,725,1103
"PVP01_0301900",51,18,117,88
"PVP01_1412300",2030,1611,2026,1863
"PVP01_0317700",308,213,193,284
"PVP01_1304300",4707,3253,3651,4212
"PVP01_0002960",0,0,0,0
"PVP01_0914900",4203,1754,3293,2413
"PVP01_1109300",2910,3141,3803,3268
"PVP01_API04000",0,0,0,0
"PVP01_1435500",172,156,259,310
"PVP01_0715600",436,336,1010,305
"PVP01_0008380",0,0,0,0
"PVP01_1466000",202,267,321,265
"PVP01_0820300",2927,2239,2970,1126
"PVP01_0408900",716,463,292,517
"PVP01_0622700",1461,948,1435,1347
"PVP01_0835400",4266,3788,3248,4212
"PVP01_1146800",691,575,1224,776
"PVP01_1347500",0,0,0,0
"PVP01_0007940",0,0,0,0
"PVP01_1237800",562,361,540,233
"PVP01_0713500",1770,482,1421,482
"PVP01_0829100",302,239,305,294
"PVP01_0812900",578,406,316,644
"PVP01_0711900",736,504,1048,920
"PVP01_1239600",171,212,215,131
"PVP01_1219900",84,177,195,130
"PVP01_1020000",318,204,270,232
"PVP01_0419900",584,432,1475,314
"PVP01_0902600",324,170,122,231
"PVP01_0003170",0,0,0,0
"PVP01_0731300",391,613,605,806
"PVP01_0701100",3207,2401,3457,3345
"PVP01_1014900",2695,3290,2466,3646
"PVP01_1122900",560,525,1184,496
"PVP01_1304200",528,273,488,488
"PVP01_0609900",30,49,50,60
"PVP01_0936300",191,96,136,152
"PVP01_1339700",75,45,30,48
"PVP01_0203800",4207,2211,2303,2509
"PVP01_0209000",8203,10748,5852,9291
"PVP01_0734700",0,56,0,0
"PVP01_0010220",0,0,0,0
"PVP01_0003380",0,0,0,0
"PVP01_1473000",0,0,0,0
"PVP01_1121800",387,555,487,895
"PVP01_0521800",633,478,1015,404
"PVP01_0519600",790,1123,574,730
"PVP01_0218800",0,0,0,0
"PVP01_0002930",0,0,0,0
"PVP01_0936400",1720,1531,1114,1460
"PVP01_0005480",0,0,0,0
"PVP01_1463200",413,412,475,617
"PVP01_0521200",691,1088,1041,788
"PVP01_0923600",3995,2972,3989,4983
"PVP01_0702200",1534,1400,1278,1907
"PVP01_0204200",160,142,111,180
"PVP01_0001710",0,0,0,0
"PVP01_1212700",356,248,460,325
"PVP01_0413000",19,4,20,12
"PVP01_0000440",0,0,0,0
"PVP01_0005750",0,0,0,0
"PVP01_0008780",0,0,0,0
"PVP01_0737400",0,0,0,0
"PVP01_1466500",37,12,91,27
"PVP01_0214200",699,461,704,675
"PVP01_1107600",3846,2811,2525,3464
"PVP01_0718200",386,336,451,326
"PVP01_1302200",417,213,283,437
"PVP01_0206900",203,93,158,300
"PVP01_0001070",0,0,0,0
"PVP01_0005950",0,0,0,0
"PVP01_0008770",0,0,0,0
"PVP01_1204500",208,254,279,119
"PVP01_1337800",5275,4065,4578,5047
"PVP01_1116200",6831,6314,5191,6088
"PVP01_1243600",6900,15070,3742,7492
"PVP01_1429600",41,34,56,54
"PVP01_0004400",0,0,0,0
"PVP01_0113300",810,615,984,1018
"PVP01_0011070",0,0,0,0
"PVP01_1411100",845,648,825,788
"PVP01_0934000",3937,5940,4490,5334
"PVP01_0302600",14794,21577,25407,22329
"PVP01_1335000",1746,914,1684,927
"PVP01_0835700",166,213,220,180
"PVP01_0807700",7101,6125,8414,6706
"PVP01_0923500",13030,11388,11310,14104
"PVP01_0102000",0,1,4,3
"PVP01_0203600",542,515,432,580
"PVP01_1340700",137,118,311,133
"PVP01_1313500",3071,2077,3361,1903
"PVP01_0814800",632,455,415,639
"PVP01_1130800",212,250,285,247
"PVP01_0009640",0,0,0,0
"PVP01_API03400",0,0,0,0
"PVP01_0835600",1601,2556,2137,2351
"PVP01_0941800",172,104,471,226
"PVP01_0500400",6,3,10,7
"PVP01_1269100",7762,4632,5059,5907
"PVP01_0918700",456,514,468,694
"PVP01_0005400",0,0,0,0
"PVP01_1332500",1199,988,1305,1193
"PVP01_1326900",3110,3513,3966,4929
"PVP01_1305200",51,57,39,31
"PVP01_0602900",1209,996,679,1128
"PVP01_1332600",128,100,188,92
"PVP01_0823400",439,531,609,723
"PVP01_1232500",2091,1466,1802,2013
"PVP01_0416300",388,427,490,579
"PVP01_0520300",19,11,8,10
"PVP01_0203200",43,43,61,69
"PVP01_0404400",311,329,220,244
"PVP01_0939800",2005,1567,3048,2229
"PVP01_1121300",6461,8404,8047,8715
"PVP01_1018100",326,180,238,252
"PVP01_1115100",2424,2057,3101,2820
"PVP01_1232700",7,14,32,26
"PVP01_0502500",4,21,108,14
"PVP01_0928400",1052,1126,854,1487
"PVP01_0822700",191,411,252,421
"PVP01_1437400",809,497,696,726
"PVP01_0803100",292,199,227,284
"PVP01_MIT03300",504,525,1105,1042
"PVP01_0005600",0,0,0,0
"PVP01_0011110",0,0,0,0
"PVP01_0216300",210,139,152,218
"PVP01_0203300",49,40,65,81
"PVP01_0605700",7,9,27,10
"PVP01_1333700",325,363,315,305
"PVP01_0004700",0,0,0,0
"PVP01_0813400",649,460,300,501
"PVP01_1465700",488,591,496,685
"PVP01_1429000",1685,1119,1206,1143
"PVP01_1020900",9,10,21,9
"PVP01_1269600",11,4,41,22
"PVP01_0107700",46,24,24,73
"PVP01_1440600",3195,2483,5560,5673
"PVP01_0218000",0,0,0,0
"PVP01_0004470",0,0,0,0
"PVP01_1133600",7024,4821,6730,6094
"PVP01_0520100",880,575,640,442
"PVP01_1402700",7912,8550,12523,7081
"PVP01_1416200",4359,3974,3968,3855
"PVP01_1247400",674,649,771,785
"PVP01_1115900",3980,3810,4500,5029
"PVP01_0002710",0,0,0,0
"PVP01_1405500",969,595,1088,935
"PVP01_0317500",163,174,233,213
"PVP01_0900100",92,23,0,1
"PVP01_1414700",990,625,600,1015
"PVP01_0010320",0,0,0,0
"PVP01_0531000",238,150,813,106
"PVP01_1207200",773,625,531,764
"PVP01_1319500",727,430,806,807
"PVP01_1421100",666,670,862,1215
"PVP01_1312400",556,407,791,287
"PVP01_0000930",0,0,0,0
"PVP01_1007000",617,289,491,451
"PVP01_0423000",0,0,0,0
"PVP01_1000300",294,297,194,283
"PVP01_1239000",1,4,3,2
"PVP01_0811000",231,158,204,324
"PVP01_1240900",332,282,501,358
"PVP01_0000660",0,0,0,0
"PVP01_1013800",168,146,464,342
"PVP01_1250500",644,517,1148,630
"PVP01_1107000",273,319,189,288
"PVP01_0001580",0,0,0,0
"PVP01_1234600",4155,5768,4058,4742
"PVP01_0422500",0,0,0,0
"PVP01_0004000",0,0,0,0
"PVP01_0738500",0,0,0,0
"PVP01_1325900",2587,2878,3206,4070
"PVP01_0005150",0,0,0,0
"PVP01_1456500",196,193,692,349
"PVP01_0824800",1659,1100,2446,1422
"PVP01_1442600",399,293,529,442
"PVP01_0003180",0,0,0,0
"PVP01_0009130",0,0,0,0
"PVP01_0011040",0,0,0,0
"PVP01_1132600",3472,1992,1747,2163
"PVP01_0006860",0,0,0,0
"PVP01_0736500",0,0,0,0
"PVP01_0532900",0,0,0,0
"PVP01_1254300",447,560,769,474
"PVP01_1269900",12,17,51,28
"PVP01_1344500",201,227,386,248
"PVP01_0005790",0,0,0,0
"PVP01_1137800",193,276,292,361
"PVP01_1472200",254,1,5,9
"PVP01_0316500",320,390,368,554
"PVP01_0314100",3,2,19,6
"PVP01_1116400",244,344,443,596
"PVP01_0712000",3290,2068,2054,2796
"PVP01_1402000",5,2,5,2
"PVP01_1261600",194,153,199,241
"PVP01_1123500",78,51,148,151
"PVP01_1117500",727,613,1234,819
"PVP01_1007700",3343,2711,4571,3466
"PVP01_0616500",3474,4146,3498,4032
"PVP01_0003030",0,0,0,0
"PVP01_0943100",552,154,434,266
"PVP01_0306500",887,1060,1145,1025
"PVP01_0911900",395,360,498,441
"PVP01_0614600",429,343,424,339
"PVP01_0008650",0,0,0,0
"PVP01_0600900",1284,950,1502,865
"PVP01_0736200",0,0,0,0
"PVP01_0716300",131,150,314,156
"PVP01_0729600",776,736,635,706
"PVP01_0833300",0,0,0,0
"PVP01_1146100",87,67,156,61
"PVP01_1465800",11610,9058,9386,10344
"PVP01_1325700",1894,1560,1330,1901
"PVP01_0002770",0,0,0,0
"PVP01_0907800",235,181,911,22
"PVP01_0935200",152,98,199,361
"PVP01_0306300",577,461,506,632
"PVP01_0510700",691,515,614,752
"PVP01_0525500",3591,2951,3949,3343
"PVP01_0101300",169,125,153,131
"PVP01_0406700",242,310,514,291
"PVP01_1329400",144,105,220,151
"PVP01_1035300",0,0,0,0
"PVP01_0005410",0,0,0,0
"PVP01_0009040",0,0,0,0
"PVP01_1122000",76,77,170,93
"PVP01_0942300",720,348,576,570
"PVP01_0121100",0,0,0,0
"PVP01_0624200",291,403,395,392
"PVP01_1343200",444,333,395,513
"PVP01_0910300",0,0,0,0
"PVP01_0306900",1660,962,643,875
"PVP01_0838400",316,202,353,267
"PVP01_0708800",1511,576,679,736
"PVP01_0405900",1998,2054,1546,2001
"PVP01_0005160",0,0,0,0
"PVP01_1307900",3028,2731,2976,2792
"PVP01_1304700",2418,2194,2121,1928
"PVP01_1134700",1130,1271,1232,1574
"PVP01_1242200",7259,7133,8605,7290
"PVP01_1142100",301,1077,1370,1260
"PVP01_0619100",771,386,1430,357
"PVP01_1316300",265,268,309,465
"PVP01_0602500",607,488,945,645
"PVP01_0703500",4676,3489,4152,4289
"PVP01_0002310",0,0,0,0
"PVP01_1269400",508,368,453,466
"PVP01_0937700",161,99,244,156
"PVP01_0005100",0,0,0,0
"PVP01_0221200",0,0,0,0
"PVP01_0005900",0,0,0,0
"PVP01_0004860",0,0,0,0
"PVP01_0414100",3505,6018,3563,6293
"PVP01_0009770",0,0,0,0
"PVP01_0007960",0,0,0,0
"PVP01_1030900",26,40,21,19
"PVP01_1147100",4,1,21,1
"PVP01_1014600",209,227,190,225
"PVP01_0737200",0,0,0,0
"PVP01_0315800",145,194,302,406
"PVP01_0209400",199,179,216,261
"PVP01_1245400",532,304,433,448
"PVP01_1464400",2488,2965,3419,3166
"PVP01_0621900",16,19,3,12
"PVP01_0118600",0,0,0,0
"PVP01_0923300",125,171,121,163
"PVP01_1435300",372,271,325,318
"PVP01_0001030",0,0,0,0
"PVP01_1111400",4253,4005,4524,5269
"PVP01_MIT01900",0,2,0,3
"PVP01_1412400",75,98,142,55
"PVP01_1249700",4,1,4,4
"PVP01_0121200",0,0,0,0
"PVP01_0803500",2894,1890,2186,2406
"PVP01_0623200",123,62,149,126
"PVP01_0003820",0,0,0,0
"PVP01_0922100",163,129,159,147
"PVP01_1456400",1469,1242,2041,1599
"PVP01_0009370",0,0,0,0
"PVP01_1212900",74,79,118,105
"PVP01_1311800",3147,2797,3172,2681
"PVP01_1338900",1342,525,667,670
"PVP01_1211500",2289,1134,4760,1355
"PVP01_1108000",386,292,294,324
"PVP01_1234100",124,88,286,319
"PVP01_0915300",9,6,11,8
"PVP01_0301200",3422,4107,4509,4127
"PVP01_1472900",0,0,0,0
"PVP01_0817800",1452,1573,1554,1539
"PVP01_0729000",10768,8435,12029,8914
"PVP01_0006680",0,0,0,0
"PVP01_0816200",1362,1081,1080,1336
"PVP01_1310000",339,410,409,536
"PVP01_0203500",545,283,280,389
"PVP01_1340300",7198,4946,6371,5497
"PVP01_0602800",517,500,759,671
"PVP01_0711600",1073,1194,1201,1410
"PVP01_0000590",0,0,0,0
"PVP01_0001180",0,0,0,0
"PVP01_0715700",599,618,1223,495
"PVP01_1433200",676,709,1113,1234
"PVP01_0215400",1880,1404,1488,1736
"PVP01_0007660",0,0,0,0
"PVP01_1269300",1478,1029,1538,1406
"PVP01_0005700",0,0,0,0
"PVP01_1426300",597,363,608,646
"PVP01_1031000",2289,879,3761,1046
"PVP01_1244900",1311,1084,938,1392
"PVP01_0005810",0,0,0,0
"PVP01_0209700",105,97,151,106
"PVP01_1218200",2997,3606,4002,4720
"PVP01_0524400",233,264,225,363
"PVP01_1419300",4770,2743,5846,2654
"PVP01_0009060",0,0,0,0
"PVP01_0918100",2,1,5,2
"PVP01_0005340",0,0,0,0
"PVP01_0812500",1439,1538,1590,1720
"PVP01_0522000",64,66,106,62
"PVP01_1236300",70,59,93,113
"PVP01_1445300",731,738,675,811
"PVP01_0701600",659,494,712,852
"PVP01_0610000",59,474,109,46
"PVP01_0010250",0,0,0,0
"PVP01_1416400",1460,1233,1111,1634
"PVP01_0517900",858,853,785,804
"PVP01_1108100",1,2,0,0
"PVP01_0928700",3092,2184,1786,2244
"PVP01_0950200",0,0,0,0
"PVP01_0424200",0,0,0,0
"PVP01_0007460",0,0,0,0
"PVP01_1130700",14895,12171,13121,15087
"PVP01_0006620",0,0,0,0
"PVP01_1126100",50,166,40,48
"PVP01_1133800",728,1120,789,1445
"PVP01_0926600",348,494,544,425
"PVP01_0105700",14538,7570,10744,17174
"PVP01_1318900",21,46,61,84
"PVP01_0719400",9,26,16,9
"PVP01_1226100",1,2,4,0
"PVP01_0818100",217,207,229,174
"PVP01_1323200",511,346,765,1083
"PVP01_0510000",25,48,30,26
"PVP01_0520200",746,527,370,417
"PVP01_0707300",146,119,181,202
"PVP01_1455700",435,515,570,874
"PVP01_0523200",307,232,329,493
"PVP01_1202400",7455,6401,5317,6591
"PVP01_1106600",680,576,459,441
"PVP01_0611100",623,661,1074,823
"PVP01_1228600",263,531,473,322
"PVP01_MIT02600",4,6,6,17
"PVP01_0006170",0,0,0,0
"PVP01_0001400",0,0,0,0
"PVP01_1324600",15,82,8,79
"PVP01_1017500",5476,8624,6696,8462
"PVP01_1464200",138,134,189,154
"PVP01_1132500",207,271,274,308
"PVP01_1401400",1886,1382,903,1187
"PVP01_0120200",0,0,0,0
"PVP01_0919900",858,731,728,781
"PVP01_1013100",1202,997,762,1339
"PVP01_0010530",0,0,0,0
"PVP01_0411100",13,34,19,26
"PVP01_0002160",0,0,0,0
"PVP01_1112000",10748,10038,13252,11211
"PVP01_0944400",0,0,0,0
